family_stem,variable_name,label,n_years,years_range,label_drift
lfhprobsolve,lfhprobsolve,Problem Solving (LFHM),1,2019-2020..2019-2020,False
lfhprobsolve,lfhprobsolve_true,Problem Solving - % 'Pretty much true' or 'Very much true' (LFHM),2,2019-2020..2020-2021,False
lfhpsuprt,lfhpsuprt,Peer Supports (LFHM),1,2019-2020..2019-2020,False
lfhpsuprt,lfhpsuprt_true,Peer Supports - % 'Pretty much true' or 'Very much true' (LFHM),2,2019-2020..2020-2021,False
lowvictimiz_none,lowvictimiz_none,Low school violence victimization - average reporting '0 times',4,2020-2021..2023-2024,False
ma102,ma102,"ma102. in a normal school week, how many days are you home after school for at",3,2010-2011..2012-2013,False
ma106,ma106,"ma106. In a normal week, how many days are you home after school for at least on",1,2022-2023..2022-2023,False
ma109,ma109,"ma109. In a normal week, how many days are you home after school for at least on",1,2023-2024..2023-2024,False
ma113,ma113,"ma113. In a normal week, how many days are you home after school for at least on",1,2021-2022..2021-2022,False
ma114,ma114,"ma114. Lifetime, have you ridden in a car driven by someone who had been using a",1,2020-2021..2020-2021,False
ma115,ma115,"ma115. In a normal week, how many days are you home after school for at least on",1,2020-2021..2020-2021,False
ma31,ma31,"ma31. Lifetime, how many times have you used, a cigarette, even one or two puffs",2,2013-2014..2014-2015,False
ma34,ma34,"a34. lifetime, tried cigarette, even one or two puffs?",3,2010-2011..2012-2013,False
ma43,ma43,"ma43. Lifetime, used a cigarette, even one or two puffs",1,2016-2017..2016-2017,False
ma44,ma44,"ma44. Lifetime, how many times have you used, a cigarette, even one or two puffs",1,2015-2016..2015-2016,False
ma46,ma46,"ma46. Lifetime, used a cigarette, even one or two puffs",2,2017-2018..2018-2019,False
ma48,ma48,"ma48. Lifetime, used a cigarette, even one or two puffs",1,2019-2020..2019-2020,False
ma62,ma62,"ma62. Lifetime, used a cigarette, even one or two puffs",1,2022-2023..2022-2023,False
ma65,ma65,"ma65. Lifetime, used a cigarette, even one or two puffs",1,2023-2024..2023-2024,False
ma69,ma69,"ma69. Lifetime, used a cigarette, even one or two puffs",1,2021-2022..2021-2022,False
ma70,ma70,"ma70. Lifetime, how many times have you ridden in a car driven by someone who ha",1,2013-2014..2013-2014,False
ma71,ma71,"ma71. Lifetime, used a cigarette, even one or two puffs",2,2014-2015..2020-2021,True
ma72,ma72,"ma72. In a normal week, how many days are you home after school for at least one",1,2013-2014..2013-2014,False
ma73,ma73,"ma73. In a normal week, how many days are you home after school for at least one",1,2014-2015..2014-2015,False
ma78,ma78,"ma78. In your life, how many times have you ridden in a car driven by someone wh",1,2016-2017..2016-2017,False
ma80,ma80,"ma80. In a normal week, how many days are you home after school for at least one",2,2015-2016..2016-2017,True
ma81,ma81,"ma81. in your life, how many times have you ridden in a car driven by someone w",3,2010-2011..2012-2013,False
ma82,ma82,"ma82. In a normal week, how many days are you home after school for at least one",1,2015-2016..2015-2016,False
ma87,ma87,"ma87. Lifetime, have you ridden in a car driven by someone who had been using al",2,2017-2018..2018-2019,True
ma89,ma89,"ma89. In a normal week, how many days are you home after school for at least one",2,2017-2018..2018-2019,False
ma91,ma91,"ma91. Lifetime, have you ridden in a car driven by someone who had been using al",1,2019-2020..2019-2020,False
ma93,ma93,"ma93. In a normal week, how many days are you home after school for at least one",1,2019-2020..2019-2020,False
mc11,mc11,(unlabeled),1,2010-2011..2010-2011,False
mc12,mc12,(unlabeled),1,2010-2011..2010-2011,False
mc13,mc13,(unlabeled),1,2010-2011..2010-2011,False
mc15,mc15,"mc15. past 12 months, did you ever think about killing yourself?",3,2010-2011..2012-2013,False
mc16,mc16,"mc16. past 12 months, did you make a plan about how you would like to kill your",3,2010-2011..2012-2013,False
mc17,mc17,"mc17. lifetime, ever tried to kill yourself?",3,2010-2011..2012-2013,False
mc25,mc25,"mc25. Lifetime, how many times have you ridden in a car driven by someone who ha",3,2021-2022..2023-2024,False
meanpart,meanpart,Total meaningful participation,9,2010-2011..2019-2020,True
meanpart,meanpart_hi,High total meaningful participation,3,2014-2015..2016-2017,False
meanpart,meanpart_true,Total meaningful participation - % 'Pretty much true' or 'Very much true',6,2018-2019..2023-2024,False
meanpart,meanpart_vmtrue,Total meaningful participation - % reporting 'Very much true',1,2017-2018..2017-2018,False
meanpart,meanpartc,Total meaningful participation category,6,2014-2015..2019-2020,False
militfamily,militfamily,Military family connected (father or mother),1,2016-2017..2016-2017,False
miss,miss,(unlabeled),1,2010-2011..2010-2011,False
mj30,mj30,(unlabeled),1,2010-2011..2010-2011,False
module_aod,module_aod,Data on any items in AOD module,11,2013-2014..2023-2024,False
module_aod_2,module_aod_2,Did not administer the whole AOD Module even though items were included in a cus,1,2013-2014..2013-2014,False
module_bhc,module_bhc,Data on any items in BHC Module,7,2013-2014..2019-2020,False
module_bhc_2,module_bhc_2,Did not administer the whole BHC Module even though items were included in a cus,1,2013-2014..2013-2014,False
module_bhm,module_bhm,Data on any items in Behavioral Health Module (Form A or Form B),1,2023-2024..2023-2024,False
module_bhmforma,module_bhmforma,Data on any items in AOD from BHM Form A),1,2022-2023..2022-2023,False
module_bhmformb,module_bhmformb,Data on any items in Behavioral Health Module (Form B),2,2022-2023..2023-2024,False
module_calmh,module_calmh,Data on any items in CalMHSA Module,4,2013-2014..2016-2017,False
module_calmh_2,module_calmh_2,Did not administer the whole module even though items were included in a custom,1,2013-2014..2013-2014,False
module_calwell,module_calwell,Data on any items in Cal-Well Module,5,2015-2016..2019-2020,False
module_clim,module_clim,Data on any items in School Climate Module,11,2013-2014..2023-2024,False
module_clim_2,module_clim_2,Did not administer the whole School Climate Module even though items were includ,1,2013-2014..2013-2014,False
module_cmtyhlth,module_cmtyhlth,Data on any items in Community Health Module (previously BHC),4,2020-2021..2023-2024,False
module_commschl,module_commschl,Data on any items in Community Schools Module,1,2023-2024..2023-2024,False
module_coresup,module_coresup,Data on any items in Core Supplement Module,1,2013-2014..2013-2014,False
module_ctag,module_ctag,Data on any items in CTAG Module,11,2013-2014..2023-2024,False
module_ctag_2,module_ctag_2,Did not administer the whole CTAG Module even though items were included in a cu,1,2013-2014..2013-2014,False
module_cust,module_cust,Data on any items in Custom Module,11,2013-2014..2023-2024,True
module_cust_2,module_cust_2,Did not administer the whole module even though items were included in a custom,1,2013-2014..2013-2014,False
module_dasm,module_dasm,Data on any items in DASM Module,11,2013-2014..2023-2024,False
module_dasm_2,module_dasm_2,Did not administer the wholeDASM Module even though items were included in a cus,1,2013-2014..2013-2014,False
module_dfc,module_dfc,Data on any items in DFC Module,11,2013-2014..2023-2024,False
module_dfc_2,module_dfc_2,Did not administer the whole DFC Module even though items were included in a cus,1,2013-2014..2013-2014,False
module_emot,module_emot,Data on any items in Social Emotional Health Module,11,2013-2014..2023-2024,False
module_emot_2,module_emot_2,Did not administer the whole Social Emotional Health Module even though items we,1,2013-2014..2013-2014,False
module_gang,module_gang,Data on any items in Gang Risk Awareness Module,11,2013-2014..2023-2024,False
module_gang_2,module_gang_2,Did not administer the whole Gang Risk Awareness Module even though items were i,1,2013-2014..2013-2014,False
module_gender,module_gender,Data on any items in Gender/Sex-Based Harassment Module,9,2015-2016..2023-2024,False
module_learncom,module_learncom,Data on any items in Learning Communities School Supports Module,1,2023-2024..2023-2024,False
module_learnfh,module_learnfh,Data on any items in Learning from Home Module,3,2019-2020..2021-2022,False
module_mhsup,module_mhsup,Data on any items in Mental Health Supports Module (Previously Cal-Well),3,2020-2021..2022-2023,False
module_milit,module_milit,Data on any items in Military Module,11,2013-2014..2023-2024,False
module_milit_2,module_milit_2,Did not administer the whole module even though items were included in a custom,1,2013-2014..2013-2014,False
module_minicore,module_minicore,Data on any items in Mini-Core Module,6,2016-2017..2021-2022,False
module_pe,module_pe,Data on any items in Physical Health Module,11,2013-2014..2023-2024,False
module_pe_2,module_pe_2,Did not administer the whole Physical Health Module even though items were inclu,1,2013-2014..2013-2014,False
module_resil,module_resil,Data on any items in Resilience Module,11,2013-2014..2023-2024,False
module_resil_2,module_resil_2,Did not administer the whole Resilience Module even though items were included i,1,2013-2014..2013-2014,False
module_safe,module_safe,Data on any items in Safety and Violence Module,11,2013-2014..2023-2024,False
module_safe_2,module_safe_2,Did not administer the whole Safety Module even though items were included in a,1,2013-2014..2013-2014,False
module_sexu,module_sexu,Data on any items in Sexual Behavior Module,11,2013-2014..2023-2024,False
module_sexu_2,module_sexu_2,Did not administer the whole Sexual Behavior Module even though items were inclu,1,2013-2014..2013-2014,False
module_shc_2,module_shc_2,Did not administer the whole School Health Center Module even though items were,1,2013-2014..2013-2014,False
module_taham_2,module_taham_2,Did not administer the whole Tehema Custom Module even though items were include,1,2013-2014..2013-2014,False
module_tobac,module_tobac,Data on any items in Tobacco Module,11,2013-2014..2023-2024,False
module_tobac_2,module_tobac_2,Did not administer the whole Tobacco Module even though items were included in a,1,2013-2014..2013-2014,False
module_trauma,module_trauma,Data on any items in Trauma Informed Care Module,1,2022-2023..2022-2023,False
module_ucsf_2,module_ucsf_2,Did not administer the whole UCSF Custom Module even though items were included,1,2013-2014..2013-2014,False
mult,mult,(unlabeled),1,2010-2011..2010-2011,False
notes,notes,Data notes,2,2013-2014..2016-2017,True
nt,nt,Non-traditional school,13,2011-2012..2023-2024,False
nt_orig,nt_orig,NT status (original),1,2013-2014..2013-2014,False
number,number,Online response ID (online data),2,2013-2014..2014-2015,False
nutrused,nutrused,(unlabeled),1,2010-2011..2010-2011,False
onoff,onoff,on or off cycle,1,2010-2011..2010-2011,False
optimism,optimism_true,Optimism - % 'Pretty much true' or 'Very much true',3,2021-2022..2023-2024,False
origord,origord,(unlabeled),1,2010-2011..2010-2011,False
outrange,outrange,(unlabeled),1,2010-2011..2010-2011,False
pall,pall,Peer Environment,6,2014-2015..2019-2020,False
pall,pall_hi,High peer Environment,3,2014-2015..2016-2017,False
pall,pall_true,Peer Environment - % 'Pretty much true' or 'Very much true',6,2018-2019..2023-2024,False
pall,pall_vmtrue,Peer Environment - % reporting 'Very much true',1,2017-2018..2017-2018,False
pall,pallc,Peer Environment category,6,2014-2015..2019-2020,False
parentinvol,parentinvol,Promotion of parent involvement,5,2015-2016..2019-2020,True
parentinvol,parentinvol_agree,Promotion of parent involvement - % 'Agree' or 'Strongly agree',6,2018-2019..2023-2024,True
parentinvol,parentinvol_hi,High parental involvement,1,2016-2017..2016-2017,False
parentinvol,parentinvolc,Promotion of parent involvement category,4,2016-2017..2019-2020,True
parentinvol_sagree,parentinvol_sagree,Parental involvement - % reporting  'Strongly agree',1,2017-2018..2017-2018,False
pcare,pcare,Caring relationships - peers,6,2014-2015..2019-2020,False
pcare,pcare_hi,High caring relationships - peers,3,2014-2015..2016-2017,False
pcare,pcare_true,Caring relationships - peers - % 'Pretty much true' or 'Very much true',6,2018-2019..2023-2024,False
pcare,pcare_vmtrue,Caring relationships - peers - % reporting 'Very much true',1,2017-2018..2017-2018,False
pcare,pcarec,Caring relationships category - peers,6,2014-2015..2019-2020,False
perpet_any,perpet_any,School violence perpetration - average reporting '1 or more times',5,2019-2020..2023-2024,False
phigh,phigh,High expectations - peers,6,2014-2015..2019-2020,False
phigh,phigh_hi,High high expectations - peers,3,2014-2015..2016-2017,False
phigh,phigh_true,High expectations - peers - % 'Pretty much true' or 'Very much true',6,2018-2019..2023-2024,False
phigh,phigh_vmtrue,High expectations - peers - % reporting 'Very much true',1,2017-2018..2017-2018,False
phigh,phighc,High expectations category - peers,6,2014-2015..2019-2020,False
prepost,prepost,Pre- or post-survey - for districts taking the survey twice in the same school y,7,2017-2018..2023-2024,False
private,private,(unlabeled),1,2010-2011..2010-2011,False
privateschl,privateschl,Private school,9,2013-2014..2023-2024,False
probsolve,probsolve,Problem solving,6,2014-2015..2019-2020,False
probsolve,probsolve_hi,High problem solving,3,2014-2015..2016-2017,False
probsolve,probsolve_true,Problem solving - % 'Pretty much true' or 'Very much true',6,2018-2019..2023-2024,False
probsolve,probsolve_vmtrue,Problem solving - % reporting 'Very much true',1,2017-2018..2017-2018,False
probsolve,probsolvec,Problem solving category,6,2014-2015..2019-2020,False
py_a40_97to13,py_a40_97to13,"a40. lifetime, used cocaine in any form, including powder, crack freebase?",1,2014-2015..2014-2015,False
py_a41_97to13,py_a41_97to13,"a41. lifetime, used methamphetamines?",1,2014-2015..2014-2015,False
py_a43_97to13,py_a43_97to13,"a43. lifetime, used lsd or other psychedelics?",1,2014-2015..2014-2015,False
py_a44_02to13,py_a44_02to13,"a44. lifetime, used ecstacy (e,x, extc, mdma)?",1,2014-2015..2014-2015,False
py_a45_99to13,py_a45_99to13,"a45. lifetime, used heroin?",1,2014-2015..2014-2015,False
py_a47_08to13,py_a47_08to13,"a47. lifetime, used prescription pain killers (vicodin, oxycontin, percodan, lo",1,2014-2015..2014-2015,False
py_a48_08to13,py_a48_08to13,"a48. lifetime, used barbiturates?",1,2014-2015..2014-2015,False
py_a49_08to13,py_a49_08to13,"a49. lifetime, used tranquilizers, or sedatives?",1,2014-2015..2014-2015,False
py_a67_98to13,py_a67_98to13,"a67. past 30 days, use cocaine or crack?",1,2014-2015..2014-2015,False
py_a68_98to13,py_a68_98to13,"a68. past 30 days, use methamphetamines?",1,2014-2015..2014-2015,False
py_a69_08to13,py_a69_08to13,"a69. past 30 days, use lsd or other psychedelics?",1,2014-2015..2014-2015,False
py_a76_a63_98to13,py_a76_a63_98to13,a76_a63. how do you like to drink alcohol?,1,2014-2015..2014-2015,False
py_a77_06to13,py_a77_06to13,"a77. if you use marijuana or other drugs, how high do you usually get?",1,2014-2015..2014-2015,False
py_a88_a74_00to13,py_a88_a74_00to13,"a88/a74. about how many student, ever tried marijuana?",1,2014-2015..2014-2015,False
py_a95_a79_08to13,py_a95_a79_08to13,"a95_a79. carrying a weapon to school, how do you feel about someone your own age",1,2014-2015..2014-2015,False
py_a9_11to13,py_a9_11to13,a9. what best describes where you live  a home includes,1,2014-2015..2014-2015,False
qf20,qf20,f20,1,2010-2011..2010-2011,False
qf21,qf21,f21,1,2010-2011..2010-2011,False
qf22,qf22,f22,1,2010-2011..2010-2011,False
qf23,qf23,f23,1,2010-2011..2010-2011,False
qf24,qf24,f24,1,2010-2011..2010-2011,False
qh3l,qh3l,(unlabeled),1,2010-2011..2010-2011,False
qh3m,qh3m,(unlabeled),1,2010-2011..2010-2011,False
r1,r1,r1. I have high goals and expectations for myself.,14,2010-2011..2023-2024,True
r10,r10,r10. I can work with someone who has different opinions than mine.,14,2010-2011..2023-2024,True
r11,r11,r11. There are many things that I do well.,14,2010-2011..2023-2024,True
r12,r12,r12. I listen to other students' ideas.,14,2010-2011..2023-2024,True
r13,r13,r13. I feel bad when someone gets their feelings hurt.,14,2010-2011..2023-2024,True
r14,r14,r14. I try to understand what other people go through.,14,2010-2011..2023-2024,True
r15,r15,"r15. When I need help, I find someone to talk with.",14,2010-2011..2023-2024,True
r16,r16,r16. I enjoy working together with other students on class activities.,14,2010-2011..2023-2024,True
r17,r17,"r17. When I work in school groups, I do my fair share.",14,2010-2011..2023-2024,True
r18,r18,r18. I stand up for myself without putting others down.,14,2010-2011..2023-2024,True
r19,r19,r19. I try to understand how other people feel and think.,14,2010-2011..2023-2024,True
r2,r2,r2. I plan to graduate from high school.,14,2010-2011..2023-2024,True
r20,r20,r20. I trust my ability to solve difficult problems.,14,2010-2011..2023-2024,True
r21,r21,r21. There is a purpose to my life.,14,2010-2011..2023-2024,True
r22,r22,r22. I understand my moods and feelings.,14,2010-2011..2023-2024,True
r23,r23,r23. I understand why I do what I do.,14,2010-2011..2023-2024,True
r24,r24,r24. I have a friend about my own age who really cares about me.,14,2010-2011..2023-2024,True
r25,r25,r25. I have a friend about my own age who talks with me about my problems.,14,2010-2011..2023-2024,True
r26,r26,r26. I have a friend about my own age who helps me when I'm having a hard time.,14,2010-2011..2023-2024,True
r27,r27,r27. My friends get into a lot of trouble.,14,2010-2011..2023-2024,True
r28,r28,r28. My friends try to do what is right.,14,2010-2011..2023-2024,True
r29,r29,r29. My friends do well in school.,14,2010-2011..2023-2024,True
r3,r3,r3. I plan to go to college or some other school after high school.,14,2010-2011..2023-2024,True
r30,r30,"r30. In my home, a parent or adult expects me to follow the rules.",14,2010-2011..2023-2024,True
r31,r31,"r31. In my home, a parent or adult is interested in my school work.",14,2010-2011..2023-2024,True
r32,r32,"r32. In my home, a parent or adult believes that I will be a success.",14,2010-2011..2023-2024,True
r33,r33,"r33. In my home, a parent or adult talks with me about my problems.",14,2010-2011..2023-2024,True
r34,r34,"r34. In my home, a parent or adult always wants me to do my best.",11,2013-2014..2023-2024,True
r35,r35,"r35. In my home, a parent or adult listens to me when I have something to say.",11,2013-2014..2023-2024,True
r36,r36,"r36. At home, I do fun things or go fun places with my parents or other adults.",11,2013-2014..2023-2024,True
r37,r37,"r37. At home, I do things that make a difference.",11,2013-2014..2023-2024,True
r38,r38,"r38. At home, I help make decisions with my family.",11,2013-2014..2023-2024,True
r39,r39,"r39. Who really cares about me - Outside of my home and school, there is an adul",11,2013-2014..2023-2024,True
r4,r4,r4. I am looking forward to a successful career.,14,2010-2011..2023-2024,True
r40,r40,"r40. Who tells me when I do a good job - Outside of my home and school, there is",11,2013-2014..2023-2024,True
r41,r41,r41. Who notices when I am upset about something - Outside of my home and school,11,2013-2014..2023-2024,True
r42,r42,"r42. Who believes that I will be a success - Outside of my home and school, ther",11,2013-2014..2023-2024,True
r43,r43,"r43. Who always wants me to do my best - Outside of my home and school, there is",8,2016-2017..2023-2024,False
r44,r44,"r44. Whom I trust - Outside of my home and school, there is an adult...",8,2016-2017..2023-2024,False
r45,r45,"r45. Outside of my home and school, I am part of clubs, sports teams, church/tem",8,2016-2017..2023-2024,False
r46,r46,"r46. Outside of my home and school, I am involved in music, art, literature, spo",8,2016-2017..2023-2024,False
r47,r47,"r47. Outside of my home and school, I help other people.",8,2016-2017..2023-2024,False
r5,r5,r5. I know where to go for help with a problem.,14,2010-2011..2023-2024,True
r6,r6,r6. I try to work out problems by talking or writing about them.,14,2010-2011..2023-2024,True
r7,r7,r7. I can work out my problems.,14,2010-2011..2023-2024,True
r8,r8,r8. I don't expect very much of myself in the future.,14,2010-2011..2023-2024,True
r9,r9,r9. I can do most things if I try.,14,2010-2011..2023-2024,True
reject,reject,Score on rejection criteria,4,2010-2011..2014-2015,True
rejectx,rejectx,Rejected responses,14,2010-2011..2023-2024,True
res2used,res2used,(unlabeled),1,2010-2011..2010-2011,False
res3used,res3used,(unlabeled),1,2010-2011..2010-2011,False
res4used,res4used,(unlabeled),1,2010-2011..2010-2011,False
resiused,resiused,(unlabeled),1,2010-2011..2010-2011,False
resmused,resmused,(unlabeled),1,2010-2011..2010-2011,False
rs1,rs1,caring-adults in schl,3,2010-2011..2012-2013,False
rs10,rs10,caring-peers,3,2010-2011..2012-2013,False
rs10_11,rs10_11,peer environment,3,2010-2011..2012-2013,False
rs11,rs11,hi expectations-peers,3,2010-2011..2012-2013,False
rs12,rs12,coop and commun,3,2010-2011..2012-2013,False
rs12_17,rs12_17,total internal assets,3,2010-2011..2012-2013,False
rs13,rs13,self-efficacy,3,2010-2011..2012-2013,False
rs14,rs14,empathy,3,2010-2011..2012-2013,False
rs15,rs15,problem solving,3,2010-2011..2012-2013,False
rs16,rs16,self-awareness,3,2010-2011..2012-2013,False
rs17,rs17,goals and aspirations,3,2010-2011..2012-2013,False
rs1_3,rs1_3,school environment,3,2010-2011..2012-2013,False
rs2,rs2,hi expectations-adults in schl,3,2010-2011..2012-2013,False
rs3,rs3,meaningful part-adults in schl,3,2010-2011..2012-2013,False
rs4,rs4,caring-adults in home,3,2010-2011..2012-2013,False
rs4_6,rs4_6,home environment,3,2010-2011..2012-2013,False
rs5,rs5,hi expectations-adults in home,3,2010-2011..2012-2013,False
rs6,rs6,meaningful part-adults in home,3,2010-2011..2012-2013,False
rs7,rs7,caring-adults in commun,3,2010-2011..2012-2013,False
rs7_9,rs7_9,commun environment,3,2010-2011..2012-2013,False
rs8,rs8,hi expectations-adults in commun,3,2010-2011..2012-2013,False
rs9,rs9,meaningful part-adults in commun,3,2010-2011..2012-2013,False
sa6,sa6,a6. how do you describe yourself? [ethnicity],1,2010-2011..2010-2011,False
sa6,sa6c,a6c. ethnicity-asian,1,2010-2011..2010-2011,False
sa6a,sa6a,a6a. ethnicity-american indian or alaska native,1,2010-2011..2010-2011,False
sa6b,sa6b,a6b. ethnicity-native hawaiian or pacific islander,1,2010-2011..2010-2011,False
sa6d,sa6d,a6d. ethnicity-black or african american (non-hispanic),1,2010-2011..2010-2011,False
sa6e,sa6e,a6e. ethnicity-hispanic or latino/latina,1,2010-2011..2010-2011,False
sa6f,sa6f,a6f. ethnicity-white (caucasian/non-hispanic),1,2010-2011..2010-2011,False
sa6g,sa6g,a6g. ethnicity-other,1,2010-2011..2010-2011,False
sa7,sa7,"a7. if you are asian or pacific islander, which groups best describe you?",1,2010-2011..2010-2011,False
sa7,sa7c,a7c. asian or pi-cambodian,1,2010-2011..2010-2011,False
sa7a,sa7a,"a7a. does not apply, i am not an asian or pacific islander",1,2010-2011..2010-2011,False
sa7b,sa7b,a7b. asian or pi-asian indian,1,2010-2011..2010-2011,False
sa7d,sa7d,a7d. asian or pi-chinese,1,2010-2011..2010-2011,False
sa7e,sa7e,a7e. asian or pi-filipino,1,2010-2011..2010-2011,False
sa7f,sa7f,a7f. asian or pi-japanese,1,2010-2011..2010-2011,False
sa7g,sa7g,a7g. asian or pi-korean,1,2010-2011..2010-2011,False
sa7h,sa7h,a7h. asian or pi-laotian,1,2010-2011..2010-2011,False
sa7i,sa7i,a7i. asian or pi-vietnamese,1,2010-2011..2010-2011,False
sa7j,sa7j,"a7j. asian or pi-native hawaiian, guamanian, samoan or other pacific islander",1,2010-2011..2010-2011,False
sa7k,sa7k,a7k. asian or pi-other asian american,1,2010-2011..2010-2011,False
sa8,sa8,"a8. if you are hispanic or latino/latina, which groups best describe you?",1,2010-2011..2010-2011,False
sa8,sa8c,a8c. south american,1,2010-2011..2010-2011,False
sa8a,sa8a,"a8a. does not apply, i am not hispanic or latino/latina",1,2010-2011..2010-2011,False
sa8b,sa8b,a8b. central american,1,2010-2011..2010-2011,False
sa8d,sa8d,a8d. cuban american,1,2010-2011..2010-2011,False
sa8e,sa8e,a8e. mexican american,1,2010-2011..2010-2011,False
sa8f,sa8f,a8f. puerto rican american,1,2010-2011..2010-2011,False
sa8g,sa8g,a8g. other hispanic american,1,2010-2011..2010-2011,False
sall,sall,Overall school environment,7,2013-2014..2019-2020,False
sall,sall_hi,High overall school environment,4,2013-2014..2016-2017,False
sall,sall_true,Overall school environment - % 'Pretty much true' or 'Very much true',6,2018-2019..2023-2024,False
sall,sall_vmtrue,Overall school environment - % reporting 'Very much true',1,2017-2018..2017-2018,False
sall,sallc,Overall school environment category,7,2013-2014..2019-2020,False
sanm1_zip,sanm1_zip,sanm1_zip. What is your home Zip Code?,1,2018-2019..2018-2019,False
satisfaction_sat,satisfaction_sat,Life Satisfaction - % 'Satisfied' or 'Very satisfied',3,2021-2022..2023-2024,False
sb1,sb1,sb1. About what percent of students in your school grade do you think ever had s,10,2014-2015..2023-2024,False
sb10,sb10,sb10. How likely do you think it is that you will choose to have sexual intercou,10,2014-2015..2023-2024,False
sb11,sb11,sb11. Have you ever had sexual intercourse?,10,2014-2015..2023-2024,False
sb12,sb12,sb12. How old were you when you had sexual intercourse for the first time?,10,2014-2015..2023-2024,False
sb13,sb13,"sb13. During your life, with how many people have you had sexual intercourse?",10,2014-2015..2023-2024,False
sb14,sb14,"sb14. During the past 3 months, with how many people did you have sexual interco",10,2014-2015..2023-2024,False
sb15,sb15,sb15. Did you drink alcohol or use drugs before you had sexual intercourse the l,10,2014-2015..2023-2024,False
sb16_sb13,sb16_sb13,"sb16_sb13. The last time you had sexual intercourse, did you or your partner use",10,2014-2015..2023-2024,False
sb17,sb17,"sb17. The last time you had sexual intercourse, what one method did you or your",10,2014-2015..2023-2024,False
sb18,sb18,sb18. How many times have you been pregnant or gotten someone pregnant?,10,2014-2015..2023-2024,False
sb19_sb14,sb19_sb14,sb19_sb14. Have you ever been forced to have sexual intercourse when you did not,10,2014-2015..2023-2024,False
sb2,sb2,"sb2. For teens your age, abstinence (not having sexual intercourse) is a better",10,2014-2015..2023-2024,False
sb3,sb3,"sb3. For some teens under 18 years old, it is a good decision to have a baby.",10,2014-2015..2023-2024,False
sb4,sb4,"sb4. What your parents think about teenagers having sex? - In the past 6 months,",10,2014-2015..2023-2024,False
sb5,sb5,"sb5. Your questions about sex? - In the past 6 months, have you talked with your",10,2014-2015..2023-2024,True
sb6,sb6,"sb6. Reasons why you shouldn't have sex at your age? - In the past 6 months, hav",10,2014-2015..2023-2024,True
sb7,sb7,sb7. How your life would change if you became a father or mother while you're a,10,2014-2015..2023-2024,True
sb8,sb8,"sb8. Birth control? - In the past 6 months, have you talked with your parents or",10,2014-2015..2023-2024,True
sb9,sb9,"sb9. AIDS/HIV and other sexually transmitted diseases? - In the past 6 months, h",10,2014-2015..2023-2024,False
sc1,sc1,sc1. Students at this school are motivated to learn.,11,2013-2014..2023-2024,False
sc10,sc10,sc10. Teachers help students catch up when they return from an absence.,11,2013-2014..2023-2024,True
sc11,sc11,sc11. Teachers help students catch up after being absent from online classes.,11,2013-2014..2023-2024,True
sc12,sc12,sc12. My teachers give me useful feedback on my work.,11,2013-2014..2023-2024,True
sc13,sc13,sc13. Adults at this school treat all students with respect.,11,2013-2014..2023-2024,True
sc14,sc14,sc14. Adults from this school treat all students with respect.,11,2013-2014..2023-2024,True
sc15,sc15,sc15. Students treat teachers with respect.,11,2013-2014..2023-2024,True
sc15_rp,sc15_rp,sc15_rp. Repeating sc15,1,2013-2014..2013-2014,False
sc16,sc16,sc16. The school rules are fair.,11,2013-2014..2023-2024,True
sc16_rp,sc16_rp,sc16_rp. Repeating sc16,1,2013-2014..2013-2014,False
sc17,sc17,sc17. All students are treated fairly when they break school rules.,11,2013-2014..2023-2024,True
sc17_rp,sc17_rp,sc17_rp. Repeating sc17,1,2013-2014..2013-2014,False
sc18,sc18,sc18. This school clearly informs students what would happen if they break schoo,11,2013-2014..2023-2024,True
sc19,sc19,sc19. The rules in this school are too strict.,11,2013-2014..2023-2024,True
sc2,sc2,sc2. Students from this school are motivated to learn.,11,2013-2014..2023-2024,True
sc20,sc20,sc20. It is easy for students to get kicked out of class or get suspended.,11,2013-2014..2023-2024,True
sc21,sc21,sc21. It is easy for students to get kicked out of class (in person or remote) o,11,2013-2014..2023-2024,True
sc22,sc22,sc22. Students get in trouble for breaking small rules.,11,2013-2014..2023-2024,True
sc23,sc23,sc23. Rules in this school are made clear to students.,11,2013-2014..2023-2024,True
sc24,sc24,sc24. School rules are made clear to students.,11,2013-2014..2023-2024,True
sc25,sc25,sc25. This school makes it clear how students are expected to act.,11,2013-2014..2023-2024,True
sc26,sc26,sc26. Students enjoy doing things with each other during school activities.,11,2013-2014..2023-2024,True
sc26_rp,sc26_rp,sc26_rp. Repeating sc26,1,2013-2014..2013-2014,False
sc27,sc27,sc27. Students care about each other.,11,2013-2014..2023-2024,True
sc28,sc28,sc28. Students treat each other with respect.,11,2013-2014..2023-2024,True
sc29,sc29,sc29. Students get along well with each other.,11,2013-2014..2023-2024,True
sc3,sc3,sc3. Adults at this school encourage me to work hard so I can be successful in c,11,2013-2014..2023-2024,True
sc30,sc30,sc30. This school encourages students to feel responsible for how they act.,11,2013-2014..2023-2024,True
sc31,sc31,sc31. This school encourages students to understand how others think and feel.,11,2013-2014..2023-2024,True
sc32,sc32,sc32. Students are taught that they can control their own behavior.,11,2013-2014..2023-2024,True
sc33,sc33,sc33. This school helps students resolve conflicts with one another.,11,2013-2014..2023-2024,True
sc34,sc34,sc34. This school encourages students to care about how others feel.,11,2013-2014..2023-2024,True
